Smiles,Solvent,Lifetime (ns),Quantum yield,Fluorescent labeling
COC1=CC=CC(C(=O)NCC2=CC=C(CN3CC(C)CC(C)C3)C=C2)=C1OC,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)C1=CC=C(CNC(C)=O)C=C1,,,,No 
FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)C(=O)NCC1CC1,,,,No 
CC1=NN(C(C)=C1CN1CC(CC1=O)C(O)=O)C1=CC=CC=C1,,,,No 
O=C(NCC1=CN(N=C1)C1=CC=CC=C1)C1=CC=CN=C1N1C=NC=N1,,,,No 
NC(=O)C1=CC(NC2CCCN(C2)C2=NC=CC=N2)=NC2=CC=CC=C12,,,,No 
CN1N=C(C2=NN=C(NCC3CCCO3)S2)C2=CC=CC=C2C1=O,,,,No 
CC1CCCC(C)N1C(=O)CN1CCNC(=O)C1C1=C(C)N(N=C1C)C1=CC=CC=C1,,,,No 
CC1=CSC(CNC(=O)C2=CC=C(OCC3CCCO3)C=C2)=N1,,,,No 
CC(C)CN1CCOC(CNC(=O)C2CC(=O)NC3=CC=CC=C23)C1,,,,No 
O=C(N1CCCC1C1=NN=C2C=CC=CN12)C1=CC2=CC=CC=C2S1,,,,No 
CC(OC1=CC=CC=C1Cl)C(=O)N1CCN(CC(=O)N2CCCC2)CC1,,,,No 
O=C1NC2=CC=CC=C2N1C1CCN(CCC2=CC=NC=C2)CC1,,,,No 
CC1CC(C)CN(C1)C(=O)NC1=CC=C2CCCC2=C1,,,,No 
CC1=C(CC(=O)NC2=CC=CC(C)=N2)N=C(O1)C1=CC=CC=C1,,,,No 
COC1=CC2=CC=C(N=C2C=C1)N1CCN(CC1)C1=CN=CC=N1,,,,No 
CN(CC1=CC=C2OCOC2=C1)C1=C2NC=NC2=NC=N1,,,,No 
CC1=C(C)C=C(S1)C(=O)N1CCCC1C1=NN=C2C=CC=CN12,,,,No 
ClC1=CC=CC(=C1)N1CCN(CC1)C(=O)NCC1CCC1,,,,No 
O=C(NC1=NC(=CS1)C1=CC=CN=C1)C1=CN(CC2=CC=CC=C2)N=N1,,,,No 
CC(=O)N1CCN(CC1)C(=O)C1=NNC(=C1)C1=CC=CC=C1,,,,No 
CN(C)S(=O)(=O)N1CCN(CC1)C1=C2C=CSC2=CC=N1,,,,No 
CC(C)N1CCN(CC1)C(=O)CCN1N=NC2=CC=CC=C2C1=O,,,,No 
CCN1CCN(CC1)C(=O)NC1=CC=C(Br)C=C1,,,,No 
CN1C=CC(NC(=O)CC2=CN(N=C2)C2=CC=CC=C2)=N1,,,,No 
CC(CNC1=NC2=CC=CC=C2C(=C1)C(N)=O)N1CCOCC1,,,,No 
CCC1=CC2=C(N=CN=C2S1)N1CCNC(=O)C1,,,,No 
O=C(N1CCCC1)C1=CC=C(COC2=CC=C(C=C2)C#N)C=C1,,,,No 
COCCNC1=NN=C(SC2=C3C=CSC3=NC=N2)S1,,,,No 
NC(=O)C1=CC(=NC2=CC=CC=C12)N1CCN(CC1)C1=CN=CC=N1,,,,No 
CCN1CC(CC1=O)C(=O)N1CCN(CC1)C1=NC=CC=N1,,,,No 
CC(=O)NCC1=CC=C(O1)C1=CSC(NC2=CC=CC(=C2)C(F)(F)F)=N1,,,,No 
CC(C)N1CCN(CC1)C(=O)CN1N=NC2=CC=CC=C2C1=O,,,,No 
CNC(=O)C1CC2=CC=CC=C2CN1CC1=NC2=CC=CC=C2S1,,,,No 
CCC1CCCN(CC2=NN=C(O2)C2=CC=C(Br)O2)C1,,,,No 
CNS(=O)(=O)C1=CC=CC(CNC(=O)N2CCC3=CC=CC=C23)=C1,,,,No 
NC(=O)C1CCCCN1CCC(=O)N1CCN(CC1)C1=CC=C(F)C=C1,,,,No 
CC1=CC(=CC=C1N1C=NN=N1)C(=O)NCC1CCCC1,,,,No 
CN(C)C(=O)N1CCN(CC2=CN3C=C(Cl)C=CC3=N2)CC1,,,,No 
O=C(CN1CCN(CC1)C(=O)C1=CC=C2CCCCC2=C1)N1CCCC1,,,,No 
COC1=CC=C(C=C1OC)C(=O)N1CCN(CC1)C1=CN=CC=N1,,,,No 
CCC1=CC=C(C=C1)C(=O)N1CCN(CC1)C(=O)C1=CC=CC(=C1)N(C)C,,,,No 
CC1CC2=CC=CC=C2N1C(=O)C1=CC=C2NC(=O)CCC2=C1,,,,No 
CC1=C(SC=C1)C(=O)NC1=CC=C2N3CCCCCC3=NC2=C1,,,,No 
O=C(N1CCC(CC1)C1=NC2=CC=CC=C2N1)C1=CC=CC2=CC=CN=C12,,,,No 
COC1=CC=C2N(CCCC2=C1)C(=O)CN1C=CC(=N1)C(F)(F)F,,,,No 
O=C(CCN1C(=O)COC2=CC=CC=C12)NC1CCN2CCCCC12,,,,No 
COC1=CC(=CC=C1C)C(=O)NC(C1=NC=CN1C)C1=CC=CC=C1,,,,No 
CCN1CCCC1CNC(=O)C1=NN(C(C)=N1)C1=CC=C(F)C=C1,,,,No 
COC1=CC=CC(=C1)C(=O)NC1CCN(CC2=CC=C(Cl)C=C2)CC1,,,,No 
CC(=O)N1CCN(CC1)C(=O)C1(CC1)C1=CC=C(Cl)C=C1,,,,No 
ClC1=CC=C2NC(=CC2=C1)C(=O)N1CCN(CC1)C(=O)C1CCCO1,,,,No 
O=C(N1CCC(CC1)C1=NC2=CC=CC=C2N1)C1=NC2=CC=CC=C2C=C1,,,,No 
C1CN(CCN1C1=NC=CC=N1)C1=C2C=CSC2=CC=N1,,,,No 
CN1C=NC2=C1C(=O)N(CCCN1CCCCCC1)C(=O)N2C,,,,No 
COC1=CC=CC(C(=O)NC2CCN(CC2)C2=NC=CC=N2)=C1OC,,,,No 
CC1=CN=C(C=N1)C(=O)NC1CCN2CCCCC12,,,,No 
CN1C=CC(CN2N=NN(C2=O)C2=CC=CC=C2Cl)=CC1=O,,,,No 
CC1=C(C=NN1C1=CC=CC=C1)C(=O)N1CCCC(C1)C(N)=O,,,,No 
COC1=CC=C(C=C1)C(=O)NCC1COC2=CC=CC=C2O1,,,,No 
CC1=NN(C(NC(=O)COC2=CC=C(F)C=C2F)=C1)C1=CC=C(C)C=C1,,,,No 
OC1CCCN(CC(=O)NC2=NC(=CS2)C2=CNC3=CC=CC=C23)C1,,,,No 
O=C(NC1CCN(CC2=CC=CC=C2)C1)C1=CC=C2NC(=O)CCC2=C1,,,,No 
NC(=O)C1=CC(=NC2=CC=CC=C12)N1CCCC(O)C1,,,,No 
CC1CN(CC(C)O1)C(=O)C1CCN(CC1)C(=O)CC1=CC=C(C)C=C1,,,,No 
COC1=CC=CC=C1C(=O)NC1CCN(CC2=CC=C(Cl)C=C2)CC1,,,,No 
CN1C(=O)N(CC(=O)NC2CCN3CCCCC23)C2=CC=CC=C12,,,,No 
CN1C=C(C(=O)NCC2CCC2)C(=N1)C1=CC=C2OCCCOC2=C1,,,,No 
COC1=CC2=CC=C(N=C2C=C1)C(=O)N1CCN(CC1)C(C)=O,,,,No 
NC(=O)C1=CC(NCC2CCCO2)=NC2=CC=CC=C12,,,,No 
O=C(N1CCCC1C1=NN=C2C=CC=CN12)C1=NC2=CC=CC=C2C=C1,,,,No 
CC1CN(C(C)CO1)C(=O)CN1C(=O)COC2=CC=C(Cl)C=C12,,,,No 
O=C(CN1CCCC1=O)N1CCN(CC1)C1=NC=CC=N1,,,,No 
CN1C(=O)N(C)C(NCC2CCN(C2)C2=CC=CC=C2)=C(C#N)C1=O,,,,No 
FC1=CC=C(C=C1)C(=O)N1CCC(CC1)C(=O)NCC1COC2=CC=CC=C2O1,,,,No 
CCOCC1=C(OC2=CC=CC=C12)C(=O)NC1CCCCNC1=O,,,,No 
CCN(C(=O)C1=CC2=C(F)C=CC=C2N1)C1=CC=CC=C1,,,,No 
ClC1=CC=C(Cl)C(=C1)C(=O)N1CCCC1C(=O)NC1CCCC1,,,,No 
C(NC1=NC2=CC=CC=C2C(=N1)C1=CC=CC=C1)C1CCCO1,,,,No 
CCOC1=CC=C(C=N1)C(=O)N1CCC(CC1)C(N)=O,,,,No 
O=C(NC1CCCCNC1=O)C1COC2=CC=CC=C2O1,,,,No 
CC1=NN(CC2=NC(=NO2)C2=CC=CC=C2Cl)C(C)=C1[N+]([O-])=O,,,,No 
CN(C)C(=O)CN1CCN(CCN2C(=O)OC3=CC=CC=C23)CC1,,,,No 
COC1=CC=CC(=C1)C1=NC(CNC2=CC=CC(=C2)C(C)=O)=CS1,,,,No 
O=C(NCC(N1CCCC1)C1=CC=CC=C1)C12CC3CC(CC(C3)C1)C2,,,,No 
ClC1=CC=C(C=C1)N1C=C(N=N1)C(=O)N1CCCCCC1,,,,No 
CCNC(=O)C1CCN(CCN2C(=O)OC3=CC=CC=C23)CC1,,,,No 
FC(F)(F)C1=CC=C(CC(=O)NC2=CC=CC=C2CN2C=NC=N2)C=C1,,,,No 
FC1=CC=C(C=C1)C1=NC(=CS1)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=N1,,,,No 
CC(SC1=NN=C(N1CC=C)C1=CC=CC=C1)C(=O)N1CCC(C)CC1,,,,No 
CC(C)OC1=CC=CC(CSC2=NN=C(N2C2CC2)C2=CC=NC=C2)=C1,,,,No 
CN(C)C1=CC=CC(=C1)C(=O)NC1=CC=CC(CN2C=CC=N2)=C1,,,,No 
CC1CN(CC(C)O1)C1=CC=C(C=N1)C(=O)N(C)CC1=CN(C)N=C1,,,,No 
CC1=C(SC(CC2=CC=CC=C2)=N1)C(=O)NCC1CCCO1,,,,No 
O=C1C=C(COC2=CC=CC=C2C#N)N=C2C=CC=CN12,,,,No 
NC(=O)C(N1N=NC(=N1)C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1,,,,No 
OC(=O)C1CN(C(=O)C1)C1=CC(Cl)=CC(Cl)=C1,,,,No 
O=C(N1CCC(CN2CCOCC2)CC1)C1=NNC2=CC=CC=C12,,,,No 
CC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N1CCN(CC2=CC=CC=C2C)CC1,,,,No 
O=C(CN1CCN(CC1)C1=NC2=CC=CC=C2O1)N1CCCC1,,,,No 
NC(=O)CCN1CCN(CC2=CN3C=CC=CC3=N2)CC1,,,,No 
CC1=CC(=NO1)C(=O)NCC1=CC=C(OCC2CCCO2)C=C1,,,,No 
CN(C1CCCCC1)C(=O)C1CCCN(C1)C(=O)C1=CC=C(Cl)C=C1,,,,No 
CC1CN(CCO1)C(=O)CN1CC2=CC=CC=C2C[C@H]1C(N)=O,,,,No 
FC1=CC=CC=C1CC(=O)N1CCN(CC2=CC=CN=C2)CC1,,,,No 
CC(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)NC1=CC=CN=C1,,,,No 
COCC1=C(OC2=CC=CC=C12)C(=O)NC1CCCCNC1=O,,,,No 
CC(C)(CN1C(=O)NC2=CC=CC=C2C1=O)N1CCOCC1,,,,No 
CC1N(C(=O)N(CC(O)CN2CCOCC2)C1=O)C1=CC=CC=C1,,,,No 
CC1=CC=C(C)C(=C1)N1C=CN=C1S(=O)(=O)CC1=CC=CC=C1,,,,No 
COC1=CC=C(OC2=CC(NC(=O)COCC(O)=O)=CC=C2OC)C=C1,,,,No 
COCC1=CC=CC(=C1)C(=O)N1CCC(CN2CCOCC2)CC1,,,,No 
CC1(C)CC(CC(C)(C)N1)NC(=O)NC1=NC2=CC=CC=C2S1,,,,No 
CC1CN(CC(C)O1)C1CCN(CC1)C1=C2C=C(SC2=NC=N1)C1=CC=CC=C1,,,,No 
CC1(C)CC(CC(C)(C)N1)NC(=O)C1=CC=CC(=C1)N1CCCC1=O,,,,No 
COC1=CC(=CC(OC)=C1)C(=O)N1CCN(CC1)C(=O)CC1=CC=CC(F)=C1,,,,No 
FC(F)(F)C1=NN(CC(=O)N2CCOC3=CC=CC=C23)C=C1,,,,No 
CN(C)C(=O)N1CCN(CC2=CSC(NC3=CC=CC=C3)=N2)CC1,,,,No 
CC(C)C1=NC(C)=CC(=N1)N1CCN(CC1)C(=O)CN1CCCC1=O,,,,No 
NC(=O)[C@@H]1CC2=CC=CC=C2CN1CCC(=O)N1CCOCC1,,,,No 
OC(=O)C1=CC=CC=C1CC(=O)NC1=CC=CC(OCC2=CC=CC=N2)=C1,,,,No 
COCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12,,,,No 
COC1=CC=C(Cl)C=C1C(=O)N1CCC(CC1)NS(C)(=O)=O,,,,No 
NC(=O)C1=CC=CC2=C1CCCN2CC1=NC(=NO1)C1=CC=CO1,,,,No 
CCC1CN(CCO1)C(=O)C1=CC=CC(OCC2=CSC=N2)=C1,,,,No 
OC1CCN(CC1)C1=C2C=NN(C2=NC=N1)C1=CC=CC=C1,,,,No 
CC1=C(C(=O)NC2=CC=CC(=C2)C(=O)N2CCCC2)C(=NO1)C1=C(F)C=CC=C1Cl,,,,No 
FC(F)(F)C1=CC=CC(CN2CCN(CC2)C(=O)C2=NNC3=CC=CC=C23)=C1,,,,No 
C(N1CCN(CC1)C1=NC2=CC=CC=C2S1)C1=CSC=N1,,,,No 
CC(OC1=CC=CC(Cl)=C1)C(=O)N1CCN(C)CC1C1=CC=CC=C1,,,,No 
NC(=O)C(N1N=NC(=N1)C1=CC=CC(F)=C1)C1=CC=C(F)C=C1,,,,No 
CCC1CN(CCO1)C(=O)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,,,,No 
FC1=CC=C(CCNC2=NC=NC3=CC=CC=C23)C=C1,,,,No 
COC1=CC=C(C=C1)C(=O)NC1CCN(CC2=CC=C(Cl)C=C2)CC1,,,,No 
CC(=O)N1CCN(CC1)C(=O)CCN1N=NC2=CC=CC=C2C1=O,,,,No 
CCN1C(=O)N(CC(=O)NC2CCN3CCCCC23)C2=CC=CC=C12,,,,No 
COC1=CC=C2C=C(NC2=C1)C(=O)NC1CCN(CC(N)=O)CC1,,,,No 
COC1=CC=C(CCN2C=NC3=C2C(=O)N(C)C(=O)N3C)C=C1,,,,No 
CN1C=C(C=N1)C1=NC(=CS1)C(=O)NC1CC(C)(C)NC(C)(C)C1,,,,No 
CC1=NN(C2=NC=C(CCCO)C=C12)C1=NC(C)=CC(C)=N1,,,,No 
FC1=CC=CC=C1N1CCN(CCC2=CC=CC=C2)CC1,,,,No 
CC(C)C(=O)N1CCN(CC2=NOC(=N2)C2=CC=C(Cl)C=C2)CC1,,,,No 
N#CC1=CC=C(N=C1)N1CCN(CC1)C1=NC2=CC=CC=C2S1,,,,No 
CC(=O)N1CCCN(CC1)C(=O)C1=CC(=NN1)C1=CC=C(Cl)C=C1,,,,No 
CCN1CCN(CC2=CC=C(CNC(=O)C3=CC=CC=N3)C=C2)CC1,,,,No 
O=C(NC1=CC=CC=N1)C1CCCN(C1)C(=O)C1CC1,,,,No 
O=C(NC1=NN=C(S1)C1=CC=CC=C1)C1=CN(CC2=CC=CC=C2)N=C1,,,,No 
COC1=CC(=CC=C1OCC(C)C)C(C)NC(=O)C1=NC=CN=C1N,,,,No 
CC1CN(CCCN2C(=O)N(C)C3=C(N(C)C=N3)C2=O)CC(C)O1,,,,No 
CC1CC(C(N)=O)C2=CC=CC=C2N1CC1=NN=NN1C1=CC=CC=C1,,,,No 
CC1=NOC(=N1)C1=CC=C(C=C1)C(=O)N1CCN(CC1)C1=CC=CC=C1O,,,,No 
O=C(CN1CCOC2=CC=CC=C12)NCC1COC2=CC=CC=C2O1,,,,No 
CN1CCN(CC1)C1=CC=C(NC(=O)C2=CC=C(F)C=C2)C=N1,,,,No 
CC1=C(CSC2=NN=C(COC3=CC=C(F)C=C3)O2)C(C)=NO1,,,,No 
FC1=CC=C(C=C1)C(=O)NC1CCN(CC1)C(=O)C1=CC=CC(CN2CCCC2)=C1,,,,No 
CN1C(=O)N(CCC(=O)NC2CCN3CCCCC23)C2=CC=CC=C12,,,,No 
CN(CCO)C1=C2C=NN(C2=NC=N1)C1=CC=CC=C1,,,,No 
C1CN(CCN1C1=NC2=CC=CC=C2S1)C1=CN=CC=N1,,,,No 
CCN1CCCC1CNC(=O)C1=CC2=CC(F)=CC=C2N1,,,,No 
NC1=NC(CN2N=NN(C3=CC=CS3)C2=O)=NC(NC2=CC=C(F)C=C2)=N1,,,,No 
FC(F)(F)COC1=CC=C(C=C1)C(=O)N1CCC(CC1)C1=NC2=CC=CC=C2N1,,,,No 
CN1C=C(C=N1)C1=NC(=CS1)C(=O)NC1CCCC2=CC=CC=C12,,,,No 
ClC1=CC=C(NC(=O)N2CCCCCC2)C=C1C#N,,,,No 
COC1=CC=C(CC(=O)NC2CCN(CC3=CC=CC=C3)C2)C=C1,,,,No 
O=C1N(CC2=NOC(=N2)C2=CSC=C2)C(=O)C(=CN1C1CC1)C#N,,,,No 
COC1=CC(CC(=O)N2CCC(=CC2)C2=CNC3=NC=CC=C23)=CC(OC)=C1OC,,,,No 
CCOCC1=CC=CC=C1CNS(=O)(=O)C1=CC=C2N(CCC2=C1)C(N)=O,,,,No 
CC1=NN(C(NC(=O)CN2CCOC(C)(C)C2)=C1)C1=CC=CC=C1,,,,No 
FC(F)(F)C1=CC=CC(CN2CC(CC2=O)C(=O)NCC2=CC=NC=C2)=C1,,,,No 
CC1=CC(C)=C(NC(=O)C2=CN(CC3=CC=CC=C3)N=N2)C(C)=C1,,,,No 
O=C(NCC1CCC1)C1=CN(N=N1)C1=CC=C2OCCOC2=C1,,,,No 
O=C1OC2=CC=CC=C2N1CCN1CCNC(=O)C1,,,,No 
OCC1CCN(CC(=O)N2CCN(CC2)C2=NC=CC=N2)CC1,,,,No 
COC1=CC=C2N(CCCC2=C1)C(=O)C1=CC=CC(OCC(N)=O)=C1,,,,No 
CNC(=O)CN1CCC(CC1)NC(=O)C1=CC=C(C=C1)N1C=CC=N1,,,,No 
CC1=NN(C(C)=C1)C1=CC=C(CC(=O)NC2=CC=C(F)C=C2)C=C1,,,,No 
O=C(N1CCCN(CC2CCCO2)CC1)C1=NNC2=CC=CC=C12,,,,No 
CS(=O)(=O)C1=CC=C(C=C1)C(=O)NC1CCCCNC1=O,,,,No 
O=C(NC1CCCCNC1=O)C1=CSC2=C1CCCC2,,,,No 
COC1=CC=C(OC)C(=C1)C1=CSC(CC2=NC=CN2CC2=CC=CC=C2)=N1,,,,No 
CC1=C(CC(=O)NC2CCCCNC2=O)N=C(O1)C1=CC=CC=C1,,,,No 
O=C(CC1CC2CCC1C2)NCC1COC2=CC=CC=C2O1,,,,No 
CN(C)C1=CC=CC(=C1)C(=O)NC1=CC=CC(=C1)C1=NN=CN1C,,,,No 
CC1=CC=CC=C1CC(=O)N1CCN(CC2=CC=CN=C2)CC1,,,,No 
CC(=O)NCC1=CC=C(O1)C1=CSC(NC2=CC(C)=CC(C)=C2)=N1,,,,No 
CC(C)N(C)C1CCN(CC1)S(=O)(=O)C1=CC=C(OCC2CCCCC2)C=C1,,,,No 
CN(C)C(=O)CN1CCN(CC2=CN3C=C(Cl)C=CC3=N2)CC1,,,,No 
CCC1CCCN(C1)C(=O)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,,,,No 
CCC1=CC2=C(N=CN=C2S1)N1CCN(CC1)C(=O)C(C)C,,,,No 
CC1=C(C=NN1C1=CC=CC=C1)C(=O)NC1CCCCNC1=O,,,,No 
COC1=CC(OC)=C2NC(=CC2=C1)C(=O)NC(C)C1CCCO1,,,,No 
BrC1=CC=C2NC(=CC2=C1)C(=O)N1CCNC(=O)C1,,,,No 
COC1=CC=C(C=C1)C1=NC(CS(=O)(=O)CC2CCCO2)=CO1,,,,No 
CCOC1=CC=CC=C1NC(C)C(=O)N1CCC2=CC=CC=C2C1,,,,No 
CC(=O)NCC1=CC=C(O1)C1=CSC(NC2=CC(C)=CC=C2C)=N1,,,,No 
CC1=C(C(=O)NCC2CCOC2)C(=NO1)C1=CC=C(F)C=C1,,,,No 
CC(NC(C1=CC=CC=C1)C1=CC=CC=C1)C1=NN=C(O1)C1=CC=CC(Cl)=C1,,,,No 
CC1CCCCN1C(=O)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,,,,No 
O=C(NC1CCN(CCC2=CC=CC=C2)CC1)NC1=NN=CS1,,,,No 
OCC1CCCN(C1)C1=C2C=NN(C2=NC=N1)C1=CC=CC=C1,,,,No 
ClC1=CC=CC(=C1)N1CCN(CCC2=CC=NC=C2)CC1,,,,No 
ClC1=CC=C(C=C1)N1C=C(N=N1)C(=O)N1CCNC(=O)C1,,,,No 
ClC1=CC=CC(Cl)=C1CN1C(=O)NC(CCC2=CC=CC=C2)C1=O,,,,No 
CC1CN(CC(C)O1)S(=O)(=O)C1=CC=CC(=C1)C(=O)NC1CCCC(C)C1C,,,,No 
CC(NC(=O)C1=CC=CC(=C1)C(F)(F)F)C1=NN=C2CCCN12,,,,No 
COC1=CC=CC=C1C1=NOC(CS(=O)(=O)CC2CCCO2)=N1,,,,No 
CC1CCN(CC1)C(=O)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,,,,No 
O=C(NC1=CC=CC=C1N1C=NC=N1)N1CCC2=CC=CC=C2C1,,,,No 
O=C(NC1(CCC1)C1=CC=CC=C1)C1CCN(CC1)S(=O)(=O)C1=CC=CC=C1,,,,No 
CC(=O)N1CCN(CC1)C(=O)C1=CN(N=N1)C1=CC=C(Cl)C=C1,,,,No 
CC1CC(C)CN(C1)C(=O)C1=CC2=CC=CC=C2OC1,,,,No 
CC1=CC=C(C=C1)C1=NOC(CNC2=CC=CC=C2F)=N1,,,,No 
CC1=NN(CC2=CC=CC=C2Cl)C(C)=C1C(=O)NC1=CC=C(F)C=C1F,,,,No 
N#CC1=CC=CN=C1N1CCN(CC2=CC=NC=C2)CC1,,,,No 
FC1=CC=C2NC(=CC2=C1)C(=O)NC1=CC=C(Cl)C=C1F,,,,No 
CC(=O)N1CCCN(CC1)C(=O)C1=NNC(=C1)C1=CC=CC(Cl)=C1,,,,No 
COC1=CC=C2NC=C(C2=C1)C1=CCN(CC(N)=O)CC1,,,,No 
O=C(NC1=NN=CS1)N1CCCC1CC1=CC=CC=C1,,,,No 
FC1=CC=C2NC(C(=O)N3CCNC(=O)C3)=C(Cl)C2=C1,,,,No 
CC1=CC=CC(=C1)N1CCN(CCC2=CC=CC=C2)CC1,,,,No 
NC(=O)C1CCCN(CC(=O)N2CCC(CC3=CC=CC=C3)CC2)C1,,,,No 
CC1CCC2=C(C1)SC=C2C(=O)NC1CCCCNC1=O,,,,No 
O=C(NC1CC1)C1=CC=CC=C1OCC1=CN2C=CC=CC2=N1,,,,No 
NC(=O)C1=CC=CC(=C1)C(=O)N1CCC2=C(C1)C=CS2,,,,No 
CN1CCC(CNC(=O)C2=CC=CC(=C2)C(F)(F)F)C2=CC=CC=C12,,,,No 
CC(=O)N1CCN(CC1)C(=O)C1=CC=CN=C1N1CCCC1,,,,No 
CC1CN(CCO1)C(=O)C1CCN(CC1)C1=CC=C(C=N1)C#N,,,,No 
FC(F)(F)CN1CCN(CC1)C1=NC=CC=C1C#N,,,,No 
ClC1=CC=C2NC(=CC2=C1Cl)C(=O)N1CCNC(=O)C1,,,,No 
O=C(NC1CCCCNC1=O)C1=NC2=CC=CC=C2N=C1,,,,No 
CC(N1CCN(CC2=CN3C=CC=CC3=N2)CC1)C(N)=O,,,,No 
FC1=CC=C2NC(=CC2=C1)C(=O)N1CCN(CC2=CC=CN=C2)CC1,,,,No 
CC1CC(C(N)=O)C2=CC=CC=C2N1CC1=NC2=CC=CC=C2O1,,,,No 
N#CC1=CC=NC(=C1)N1CCN(CC1)C1=NC2=CC=CC=C2O1,,,,No 
CN1CCN(CC(=O)NC2=CC=C(OC3=CC=CC(C)=C3)C=C2)CC1,,,,No 
COC1=NC=NC(N(C)C)=C1NC(=O)C1=C(C)N(N=C1)C1=CC=CC=C1F,,,,No 
FC1=CC=CC(C(=O)NC2=CN(N=C2)C2=CC=CC=C2F)=C1Cl,,,,No 
CCN(C(=O)C1=CSC(=N1)C1=CN(C)N=C1)C1=CC=CC=C1C,,,,No 
COC(=O)C1=CC(NC(=O)C2=C(C)N=C(S2)C2=CC=CC=N2)=C(F)C=C1F,,,,No 
CC1=C(N=NN1C1=CC=CC2=NC=CC=C12)C(=O)N1CCC2=CC=C(F)C=C2C1,,,,No 
CCN1N=NN=C1C1=CC=CC(NC(=O)C2=CC=C(F)C(F)=C2)=C1,,,,No 
CC(N1CCN(CC1)C1=C2SC=CC2=NC=N1)C(=O)NC1=CC=CC(C)=C1C,,,,No 
COC1=CC=C(F)C(NC(=O)C2=NN(C(C)=N2)C2=C(Cl)C=CC=C2Cl)=C1,,,,No 
CC1=NNC2=NC=C(NC(=O)C3=CC=C(CCC(F)(F)F)C=C3)C=C12,,,,No 
CN1CCC(=O)NC2=CC(=CC=C12)C(=O)NC1=C(C)N(N=C1C)C1=CC=CC=C1,,,,No 
COC1=CC=C(C=C1)N1C=CC(=N1)C(=O)NC1=NC=C(Br)C=C1C,,,,No 
CC1=C2N=CN(CC(=O)NC3CCN(C3)C(=O)C3=CC=CC=N3)C(=O)C2=CC=C1,,,,No 
CC1=C(N=NN1C1=CC=C(C)C=C1)C(=O)NC1=CC(C)=CC2=CC=CN=C12,,,,No 
NC(=O)C1=NNC2=CC=C(NC(=O)C3=CC=CC(OC4CCCCC4)=C3)C=C12,,,,No 
O=C(NC1=C(N=CS1)C1=CC=CC=C1)C1SCCC2=CC=CC=C12,,,,No 
COCCN1N=C(C)C(CNC(=O)C2=CC=C(OC)C(=C2)C2=CC=CC=N2)=C1C,,,,No 
CC1=C(OC(=N1)C1=CC=CC=C1)C(=O)N1CCOC2=CC(F)=CC=C12,,,,No 
COC1=CC=C(C)C=C1NC(=O)C1=CN=CC(=C1)C1=CC=C2OCCC2=C1,,,,No 
FC1=CC=CC=C1N1C=CC(=N1)C(=O)NC1=C(C=CS1)C#N,,,,No 
COC1=CC=C(F)C(NC(=O)C2=NN(C=C2)C2=CC=CC=C2Cl)=C1,,,,No 
FC1=CC=C(C=C1)C1=CC=C(S1)C(=O)NC1=CC=CC2=C1C(=O)NC2,,,,No 
CC1=CC=C(OCC(=O)NC2=C(C)C=C(C)C=C2C)N=C1,,,,No 
CN(C(=O)C1=CC=C(S1)C1=CC=C2OCCOC2=C1)C1=CC=C(Cl)C=N1,,,,No 
CC1=CC2=CC(NC(=O)C3=CN(N=C3)C3=CC=C(F)C=C3F)=CC=C2N1,,,,No 
CC1=C(NC(=O)C2=NN(C=C2)C2=CC=CC=C2Cl)C=CC=C1CS(C)=O,,,,No 
CC1=CC=CC(OC2=CC=C(NC(=O)C(=O)NC3CCC4=C(C3)C=NN4)C=C2)=C1,,,,No 
CN1N=C(C)C(CC2=NC(CN3C=C(Br)C=N3)=NO2)=C1C,,,,No 
CC(NC(=O)C1=C(N(C)N=C1)N1C=CC=C1)C1=CC=C(C=C1)N1N=C(C)C=C1C,,,,No 
CC1=CC=C(O1)C1=NC(=CS1)C(=O)NC1=NC=C(Br)C=C1C,,,,No 
CCN1N=C(C=CC1=O)C(=O)NC1=CC=CC(=C1)N1N=C(C)C=C1C,,,,No 
CC(=O)N1[C@@H](CC2=CC=CC=C12)C(=O)NC1=CN(N=C1)C1=CC=CC=C1F,,,,No 
CN1C=C(C=C1C(=O)NC1=NC(=CS1)C1=CC=C(C)C=C1C)C(N)=O,,,,No 
CC1=C(NC(=O)C2=CN(N=C2)C2=CC=CC=C2)N(CC2=CC(F)=CC=C2F)N=C1,,,,No 
FC(F)(F)C1=CC=CC=C1NC(=O)C1=CN(N=N1)C1=CC=CC=C1,,,,No 
CNC(=O)C1=CC=CC(=C1)C1=NC(=NO1)C1=CC=C(C=C1)N1CCCCC1,,,,No 
CCC1=CC(C#N)=C(NC(=O)C2=CN=CC(=C2)C2=CC=CC(C)=C2)S1,,,,No 
